시설명,시도,시군구,시설유형(대),시설유형(중),시설유형(소),연락처
하나요양원,경기도,용인시,노인,노인의료복지시설,노인요양시설,031-323-6538
동백마더요양원,경기도,용인시,노인,노인의료복지시설,노인요양시설,031-283-8500
늘봄실버타운요양원,경기도,용인시,노인,노인의료복지시설,노인요양시설,031-283-3211
남동요양원,경기도,용인시,노인,노인의료복지시설,노인요양시설,031-328-8233
대한간호노인요양원,경기도,용인시,노인,노인의료복지시설,노인요양시설,031-333-3741
꽃피는요양원,경기도,용인시,노인,노인의료복지시설,노인요양시설,031-275-1133
노블실버홈,경기도,용인시,노인,노인의료복지시설,노인요양시설,031-274-5470
죽전요양원,경기도,용인시,노인,노인의료복지시설,노인요양시설,031-889-7000
사랑나무요양원,경기도,용인시,노인,노인의료복지시설,노인요양시설,031-287-0075
더본행복타운요양원,경기도,용인시,노인,노인의료복지시설,노인요양시설,031-8005-7654
행복한 집,경기도,용인시,노인,노인의료복지시설,노인요양시설,031-323-6052
꽃향기요양원,경기도,용인시,노인,노인의료복지시설,노인요양시설,031-283-4321
아름요양원,경기도,용인시,노인,노인의료복지시설,노인요양시설,031-322-0665
죽전엘림요양원,경기도,용인시,노인,노인의료복지시설,노인요양시설,031-897-0002
동수원노인전문요양원,경기도,용인시,노인,노인의료복지시설,노인요양시설,031-212-2929
수지열린요양원,경기도,용인시,노인,노인의료복지시설,노인요양시설,031-272-8580
즐거운우리집,경기도,용인시,노인,노인의료복지시설,노인요양시설,031-335-9911
연화노인간호센터,경기도,용인시,노인,노인의료복지시설,노인요양시설,031-265-2335
동백사랑마루요양원,경기도,용인시,노인,노인의료복지시설,노인요양시설,031-286-3237
제일너싱홈,경기도,용인시,노인,노인의료복지시설,노인요양시설,031-323-3007
수지제일요양원,경기도,용인시,노인,노인의료복지시설,노인요양시설,031-272-6622
선한이웃노인복지센터,경기도,용인시,노인,노인의료복지시설,노인요양시설,031-323-0852
봄날실버요양원,경기도,용인시,노인,노인의료복지시설,노인요양시설,031-261-6699
삼성노블카운티,경기도,용인시,노인,노인의료복지시설,노인요양시설,031-208-8229
작은손길공동체요양원,경기도,용인시,노인,노인의료복지시설,노인요양시설,031-321-7771
예원요양원,경기도,용인시,노인,노인의료복지시설,노인요양시설,031-335-6286
샤인빌시니어스(주),경기도,용인시,노인,노인의료복지시설,노인요양시설,031-322-0028
수지실버요양원,경기도,용인시,노인,노인의료복지시설,노인요양시설,031-338-7806
명품우리들요양원,경기도,용인시,노인,노인의료복지시설,노인요양시설,031-272-3900
사랑나무요양원,경기도,용인시,노인,노인의료복지시설,노인요양시설,031-287-0075
서울시립영보노인요양원,경기도,용인시,노인,노인의료복지시설,노인요양시설,031-323-5705
인보마을,경기도,용인시,노인,노인의료복지시설,노인요양시설,031-339-9140
장현숙요양센터,경기도,용인시,노인,노인의료복지시설,노인요양공동생활가정,031-281-7467
한가족사랑요양센터(공생Ⅰ),경기도,용인시,노인,노인의료복지시설,노인요양공동생활가정,031-285-0056
우리기쁨요양원,경기도,용인시,노인,노인의료복지시설,노인요양공동생활가정,031-211-3391
헤아림 요양원(고운길),경기도,용인시,노인,노인의료복지시설,노인요양공동생활가정,031-302-3384
노인공동생활가정 가람,경기도,용인시,노인,노인의료복지시설,노인요양공동생활가정,031-283-2251
효봉원,경기도,용인시,노인,노인의료복지시설,노인요양공동생활가정,031-333-5014
실로암요양원 2,경기도,용인시,노인,노인의료복지시설,노인요양공동생활가정,031-265-3353
늘편한요양원,경기도,용인시,노인,노인의료복지시설,노인요양공동생활가정,031-286-3620
용인해바라기요양원,경기도,용인시,노인,노인의료복지시설,노인요양공동생활가정,031-323-4061
한보라요양원,경기도,용인시,노인,노인의료복지시설,노인요양공동생활가정,031-275-9000
로뎀의 집,경기도,용인시,노인,노인의료복지시설,노인요양공동생활가정,031-334-1486
우리어르신요양센터,경기도,용인시,노인,노인의료복지시설,노인요양공동생활가정,031-263-8877
은지연요양원,경기도,용인시,노인,노인의료복지시설,노인요양공동생활가정,031-339-8655
한가족사랑요양센터(공생Ⅱ),경기도,용인시,노인,노인의료복지시설,노인요양공동생활가정,031-285-0056
성복 그레이스 요양원,경기도,용인시,노인,노인의료복지시설,노인요양공동생활가정,031-272-1114
더사랑 효민요양센터,경기도,용인시,노인,노인의료복지시설,노인요양공동생활가정,031-266-1774
성모어르신요양센터,경기도,용인시,노인,노인의료복지시설,노인요양공동생활가정,031-262-5827
노인요양원 희망2,경기도,용인시,노인,노인의료복지시설,노인요양공동생활가정,031-889-6770
소망주는요양원,경기도,용인시,노인,노인의료복지시설,노인요양공동생활가정,031-265-3214
헤아림 요양원(가온길),경기도,용인시,노인,노인의료복지시설,노인요양공동생활가정,031-302-3385
송은요양원(죽전점)2관,경기도,용인시,노인,노인의료복지시설,노인요양공동생활가정,031-896-8807
노인요양원 희망,경기도,용인시,노인,노인의료복지시설,노인요양공동생활가정,031-889-6770
남부효요양원(화평),경기도,용인시,노인,노인의료복지시설,노인요양공동생활가정,031-284-9491
보림요양원(믿음),경기도,용인시,노인,노인의료복지시설,노인요양공동생활가정,031-263-8600
가람요양원,경기도,용인시,노인,노인의료복지시설,노인요양공동생활가정,031-338-8238
우리기쁨요양원,경기도,용인시,노인,노인의료복지시설,노인요양공동생활가정,031-211-3391
남부효요양원(희락),경기도,용인시,노인,노인의료복지시설,노인요양공동생활가정,031-284-9491
용인평안요양원,경기도,용인시,노인,노인의료복지시설,노인요양공동생활가정,031-339-6234
기흥해피요양원1호,경기도,용인시,노인,노인의료복지시설,노인요양공동생활가정,031-285-1977
보림요양원(소망),경기도,용인시,노인,노인의료복지시설,노인요양공동생활가정,031-263-8600
보림요양원(사랑),경기도,용인시,노인,노인의료복지시설,노인요양공동생활가정,031-263-8600
기흥해피요양원2호,경기도,용인시,노인,노인의료복지시설,노인요양공동생활가정,031-285-1977
실로암요양원,경기도,용인시,노인,노인의료복지시설,노인요양공동생활가정,031-262-2988
용인시수지노인복지관,경기도,용인시,노인,노인여가복지시설,노인복지관,031-270-0000
용인시기흥노인복지관,경기도,용인시,노인,노인여가복지시설,노인복지관,031-284-8852
용인시처인노인복지관,경기도,용인시,노인,노인여가복지시설,노인복지관,031-324-9304
엔젤시터복지센터,경기도,용인시,노인,재가노인복지시설,재가노인복지시설,031-215-0822
예은재가복지센터,경기도,용인시,노인,재가노인복지시설,재가노인복지시설,031-286-1211
엘림재가복지센터,경기도,용인시,노인,재가노인복지시설,재가노인복지시설,070-8249-7468
롱라이프 엘더가든 데이케어센터 용인동백점,경기도,용인시,노인,재가노인복지시설,재가노인복지시설,031-282-4841
반디재활주간보호센터,경기도,용인시,노인,재가노인복지시설,재가노인복지시설,031-287-0066
스마일시니어 버팀목방문요양센터,경기도,용인시,노인,재가노인복지시설,재가노인복지시설,031-282-0622
e-조은재가복지센터,경기도,용인시,노인,재가노인복지시설,재가노인복지시설,031-337-3896
동성재가복지센터,경기도,용인시,노인,재가노인복지시설,재가노인복지시설,031-263-2114
이레재가복지센터,경기도,용인시,노인,재가노인복지시설,재가노인복지시설,031-897-0810
고수련 의료기,경기도,용인시,노인,재가노인복지시설,재가노인복지시설,031-334-0846
"""효""사랑 재가복지센터",경기도,용인시,노인,재가노인복지시설,재가노인복지시설,031-282-3832
더케어 재가복지센터,경기도,용인시,노인,재가노인복지시설,재가노인복지시설,031-274-6911
따듯한돌봄,경기도,용인시,노인,재가노인복지시설,재가노인복지시설,02-2039-3191
백암주간보호센터,경기도,용인시,노인,재가노인복지시설,재가노인복지시설,031-335-0815
"""하늘사이""주간보호센터",경기도,용인시,노인,재가노인복지시설,재가노인복지시설,031-334-1142
해금실버케어,경기도,용인시,노인,재가노인복지시설,재가노인복지시설,031-274-1055
온석대학원대학교 부설 온석복지센터,경기도,용인시,노인,재가노인복지시설,재가노인복지시설,031-332-3845
그레이스 재가방문요양센터,경기도,용인시,노인,재가노인복지시설,재가노인복지시설,031-287-9420
용인시디아코니아주간보호센터,경기도,용인시,노인,재가노인복지시설,재가노인복지시설,031-283-6336
한보라주야간보호센터,경기도,용인시,노인,재가노인복지시설,재가노인복지시설,031-275-9000
채은 재가간호 요양센터,경기도,용인시,노인,재가노인복지시설,재가노인복지시설,031-282-9581
