"시설명, 시도, 시군구, 시설유형(대), 시설유형(중), 시설유형(소), 연락처에 대한 조회리스트 정보 표 입니다.",,,,,,
시설명,시도,시군구,시설유형(대),시설유형(중),시설유형(소),연락처
영통마더링요양원,경기도,수원시,노인,노인의료복지시설,노인요양시설,318956831
수원시립노인전문요양원,경기도,수원시,노인,노인의료복지시설,노인요양시설,031-257-0130
감동요양원,경기도,수원시,노인,노인의료복지시설,노인요양시설,312955550
정성너싱홈,경기도,수원시,노인,노인의료복지시설,노인요양시설,031-252-1607
유당너싱홈,경기도,수원시,노인,노인의료복지시설,노인요양시설,070-4825-7443
엄마집요양원,경기도,수원시,노인,노인의료복지시설,노인요양시설,313027777
로나요양원,경기도,수원시,노인,노인의료복지시설,노인요양시설,031-223-2330
수원연세실버벨리,경기도,수원시,노인,노인의료복지시설,노인요양시설,312356677
현대노블카운티,경기도,수원시,노인,노인의료복지시설,노인요양시설,312062008
경기실버빌 메디케어센터,경기도,수원시,노인,노인의료복지시설,노인요양시설,318936588
수원YWCA요양원,경기도,수원시,노인,노인의료복지시설,노인요양시설,312525125
주식회사 수원시니어 행복한요양원,경기도,수원시,노인,노인의료복지시설,노인요양시설,312220773
효사랑요양원,경기도,수원시,노인,노인의료복지시설,노인요양시설,312373331
섬김요양원,경기도,수원시,노인,노인의료복지시설,노인요양시설,312921070
라온힐요양원,경기도,수원시,노인,노인의료복지시설,노인요양시설,312950607
이레요양원,경기도,수원시,노인,노인의료복지시설,노인요양시설,312688875
수원채움요양원,경기도,수원시,노인,노인의료복지시설,노인요양시설,313050060
수원우리요양원,경기도,수원시,노인,노인의료복지시설,노인요양시설,312552642
봄빛요양센터,경기도,수원시,노인,노인의료복지시설,노인요양시설,312362288
성심실버케어,경기도,수원시,노인,노인의료복지시설,노인요양시설,312078877
보훈원 부설 전문요양센터,경기도,수원시,노인,노인의료복지시설,노인요양시설,031-250-1531
하나재활요양원,경기도,수원시,노인,노인의료복지시설,노인요양시설,312452405
풀문노블카운티,경기도,수원시,노인,노인의료복지시설,노인요양시설,312214018
노블레스아모르파티요양원,경기도,수원시,노인,노인의료복지시설,노인요양시설,312695700
신영통삼성 요양원,경기도,수원시,노인,노인의료복지시설,노인요양시설,312069915
흰돌노인전문요양원,경기도,수원시,노인,노인의료복지시설,노인요양시설,031-257-0675
장안요양원,경기도,수원시,노인,노인의료복지시설,노인요양시설,312554499
삼성로 너싱케어,경기도,수원시,노인,노인의료복지시설,노인요양시설,031-213-6690
성루카노인전문요양센터,경기도,수원시,노인,노인의료복지시설,노인요양시설,031-236-7711
다사랑노인복지요양원,경기도,수원시,노인,노인의료복지시설,노인요양시설,312962500
수원어르신간호센터,경기도,수원시,노인,노인의료복지시설,노인요양시설,312581001
늘푸른요양원,경기도,수원시,노인,노인의료복지시설,노인요양시설,031-245-1114
우리함께요양원포유수원점,경기도,수원시,노인,노인의료복지시설,노인요양시설,312531155
스텔라실버요양원영통점,경기도,수원시,노인,노인의료복지시설,노인요양시설,312038888
명은전문요양센터,경기도,수원시,노인,노인의료복지시설,노인요양시설,312421332
삼성드림요양원,경기도,수원시,노인,노인의료복지시설,노인요양시설,312461366
연무사랑의집,경기도,수원시,노인,노인의료복지시설,노인요양시설,031-241-9811
미래노인요양원,경기도,수원시,노인,노인의료복지시설,노인요양시설,031-225-7824
수원시립노인전문요양원,경기도,수원시,노인,노인의료복지시설,노인요양시설,031-257-0130
중앙요양원,경기도,수원시,노인,노인의료복지시설,노인요양시설,031-291-2166
행궁요양원,경기도,수원시,노인,노인의료복지시설,노인요양시설,312467755
수원 아노가 요양원,경기도,수원시,노인,노인의료복지시설,노인요양시설,031-251-1122
효봉노인전문요양원,경기도,수원시,노인,노인의료복지시설,노인요양시설,312441002
하나재활요양원,경기도,수원시,노인,노인의료복지시설,노인요양시설,312452405
베데스다 요양원,경기도,수원시,노인,노인의료복지시설,노인요양시설,031-293-1450
행복한중앙요양원,경기도,수원시,노인,노인의료복지시설,노인요양시설,312959811
골든네스트케어원,경기도,수원시,노인,노인의료복지시설,노인요양시설,312928899
센트럴시니어스요양원,경기도,수원시,노인,노인의료복지시설,노인요양시설,312519997
늘봄실버벨리,경기도,수원시,노인,노인의료복지시설,노인요양시설,312260888
북수원요양원,경기도,수원시,노인,노인의료복지시설,노인요양시설,312710107
사임당요양원,경기도,수원시,노인,노인의료복지시설,노인요양시설,312482163
동수원요양원,경기도,수원시,노인,노인의료복지시설,노인요양시설,3180028588
가람실버밸리요양원,경기도,수원시,노인,노인의료복지시설,노인요양시설,312266090
사과나무요양원,경기도,수원시,노인,노인의료복지시설,노인요양시설,312938888
고운손요양원,경기도,수원시,노인,노인의료복지시설,노인요양시설,312713800
효봉노인전문요양원,경기도,수원시,노인,노인의료복지시설,노인요양시설,312441002
제일수요양원,경기도,수원시,노인,노인의료복지시설,노인요양시설,312277201
포근한요양원,경기도,수원시,노인,노인의료복지시설,노인요양시설,312960472
은혜요양원,경기도,수원시,노인,노인의료복지시설,노인요양시설,312537526
효행노인전문요양원,경기도,수원시,노인,노인의료복지시설,노인요양시설,031-244-9949
선재재활전문요양원,경기도,수원시,노인,노인의료복지시설,노인요양시설,031-244-5009
하나벨리요양원,경기도,수원시,노인,노인의료복지시설,노인요양시설,312244003
씨앤더블유너싱홈,경기도,수원시,노인,노인의료복지시설,노인요양시설,312178004
뜰안에요양원,경기도,수원시,노인,노인의료복지시설,노인요양시설,312942220
수원열린요양원,경기도,수원시,노인,노인의료복지시설,노인요양시설,312328580
베데스다요양원,경기도,수원시,노인,노인의료복지시설,노인요양공동생활가정,312931450
우리동네요양원,경기도,수원시,노인,노인의료복지시설,노인요양공동생활가정,7046472441
가나요양센터,경기도,수원시,노인,노인의료복지시설,노인요양공동생활가정,312168810
새수원복지요양원,경기도,수원시,노인,노인의료복지시설,노인요양공동생활가정,312911995
이웃동네요양원,경기도,수원시,노인,노인의료복지시설,노인요양공동생활가정,312356620
수원 사랑마루 2,경기도,수원시,노인,노인의료복지시설,노인요양공동생활가정,3180073275
탑동사랑노인요양공동생활가정,경기도,수원시,노인,노인의료복지시설,노인요양공동생활가정,1085318701
웰요양홈,경기도,수원시,노인,노인의료복지시설,노인요양공동생활가정,312589392
참사랑노인요양공동생활가정,경기도,수원시,노인,노인의료복지시설,노인요양공동생활가정,031-267-4477
상록수 재활요양원,경기도,수원시,노인,노인의료복지시설,노인요양공동생활가정,312268090
미소1요양원,경기도,수원시,노인,노인의료복지시설,노인요양공동생활가정,313043000
이웃동네요양원,경기도,수원시,노인,노인의료복지시설,노인요양공동생활가정,312356620
새수원노인요양공동생활가정,경기도,수원시,노인,노인의료복지시설,노인요양공동생활가정,312911995
미소요양원,경기도,수원시,노인,노인의료복지시설,노인요양공동생활가정,313043000
한누리노인요양공동생활가정,경기도,수원시,노인,노인의료복지시설,노인요양공동생활가정,031-269-3844
행복나라노인전문요양센터 2동,경기도,수원시,노인,노인의료복지시설,노인요양공동생활가정,312527729
누림요양원,경기도,수원시,노인,노인의료복지시설,노인요양공동생활가정,312382389
굿모닝요양원,경기도,수원시,노인,노인의료복지시설,노인요양공동생활가정,312117011
우리동네요양원,경기도,수원시,노인,노인의료복지시설,노인요양공동생활가정,312356620
행복이음요양원,경기도,수원시,노인,노인의료복지시설,노인요양공동생활가정,315020051
수원 상록수 재활요양원,경기도,수원시,노인,노인의료복지시설,노인요양공동생활가정,312268090
