시도,시군구,센터명,장소/위치,이용정원,연락처
제주특별자치도,제주시,용담다목적생활문화센터,제주특별자치도 제주시 용해로 80-10 (용담이동)용담다목적생활문화센터 2층,10명,1899-8723
서울특별시,서초구,청룡마을 구립 경로당,서울특별시 서초구 청룡마을4길 15 (신원동)1층,10명,1544-9782
부산광역시,부산진구,양정어르신쉼센터,부산광역시 부산진구 양지로17번길 39 (양정동)양정어르신쉼센터,16명,070-5029-0817
경기도,안산시,안산용신배움터,경기도 안산시 단원구 다문화길 16 (원곡동)2층,10명,1600-6813
서울특별시,동작구,동작구장애인가족지원센터,"서울특별시 동작구 보라매로5가길 16 (신대방동, 보라매아카데미타워)5층",10명,1544-9782
제주특별자치도,제주시,용담다목적생활문화센터,제주특별자치도 제주시 용해로 80-10 (용담이동)용담다목적생활문화센터 2층,10명,1899-8723
전라북도,익산시,익산시립모현도서관,전라북도 익산시 선화로6길 7 (모현동1가)1층,15명,1899-6222
대전광역시,유성구,유성구노인복지관,대전광역시 유성구 가정로 15 (신성동)1층,10명,042-716-0198
제주특별자치도,서귀포시,상예정보화마을,제주특별자치도 서귀포시 존제로15번길 2 (상예동)마을회관 2층,10명,1899-8723
충청남도,천안시,성성푸른도서관,"충청남도 천안시 서북구 성성6로 111 (성성동, 천안레이크타운푸르지오)Uz center 1층 성성푸른도서관",10명,041-415-1097(8)
전라북도,전주시,한국장애인고용공단,전라북도 전주시 덕진구 백제대로 751 (인후동2가)한국장애인고용공단 14층,15명,1899-6222
강원도,춘천시,깨비지역아동센터,강원도 춘천시 효자로 90 (효자동)2층 교육실,10명,033-910-0833
경기도,수원시,행궁동어울림센터,경기도 수원시 팔달구 수원천로 351 (북수동)행궁동어울림센터 1층,10명,031-280-6334
대전광역시,동구,용운종합사회복지관,대전광역시 동구 용운로 110 (용운동)용운종합사회복지관,10명,042-716-0198
부산광역시,동구,동구도서관,부산광역시 동구 성북로36번길 54 (범일동)다목적강의실,10명,051-987-0201 
제주특별자치도,서귀포시,월평정보화마을,제주특별자치도 서귀포시 월평로 41 (월평동)월평다목적회관 2층,10명,1899-8723
전라북도,전주시,양지노인복지관,전라북도 전주시 완산구 성지산로 55 (효자동1가)2층,15명,1899-6222
전라북도,남원시,남원 어린이청소년도서관 ,전라북도 남원시 역재3길 12 (도통동)남원시어린이청소년도서관,10명,1899-6222
대구광역시,달서구,미로마을커뮤니티센터,대구광역시 달서구 두류길 141 (두류동)2층  프로그램실2,8명,053-214-1801
서울특별시,중구,한국여성생활연구원,서울특별시 중구 명동길 80 (명동2가)가톨릭회관 522호 한국여성생활연구원,30명,1544-9782
경상남도,고성군,고성군 청소년센터 온,경상남도 고성군 고성읍 성내로 61고성군청소년센터 온 1층 숨고르기 교실,10명,055-213-2775
서울특별시,성동구,성동구립 사근동노인복지센터,서울특별시 성동구 사근동길 37 (사근동)2층 교육실,10명,1544-9782
제주특별자치도,제주시,전농로 디지털배움터,제주특별자치도 제주시 전농로 114 (이도일동)KT플라자 1층 시청각실,10명,1899-8723
대구광역시,중구,성내1동 행정복지센터,대구광역시 중구 동성로2길 7 (봉산동)성내1동 행정복지센터 2층 소회의실,8명,053-214-1801
제주특별자치도,서귀포시,호근동복지회관,제주특별자치도 서귀포시 호근남로 6 (호근동)2층,10명,1899-8723
경기도,수원시,SK청솔노인복지관,경기도 수원시 장안구 장안로 174 (정자동)SK청솔노인복지관 1층,10명,1600-6813
충청남도,천안시,성성푸른도서관,"충청남도 천안시 서북구 성성6로 111 (성성동, 천안레이크타운푸르지오)Uz center 1층 성성푸른도서관",10명,041-415-1097(8)
경기도,오산시,오산시청,경기도 오산시 성호대로 141 (오산동)4층 정보화교육장,20명,1600-6813
전라북도,전주시,한국복지정보통신협의회 전북지부,전라북도 전주시 완산구 팔달로 220 (서노송동)3층,10명,1899-6222
대구광역시,수성구,고산2동 커뮤니티센터,대구광역시 수성구 알파시티2로9길 8 (시지동)3층 강의실,10명,053-214-1801
서울특별시,중구,서울중앙우체국,"서울특별시 중구 소공로 70 (충무로1가)10층, 회의실",10명,02-6450-1114
대구광역시,달서구,신당종합사회복지관,대구광역시 달서구 서당로 37 (신당동)신당종합사회복지관 별관 3층 교육장,15명,053-214-1801
제주특별자치도,서귀포시,상예정보화마을,제주특별자치도 서귀포시 존제로15번길 2 (상예동)마을회관 2층,10명,1899-8723
서울특별시,강남구,청담 평생 학습관 [체험존],서울특별시 강남구 학동로67길 11 (청담동)지하 1층 교실,10명,1544-9782
인천광역시,부평구,백운 e-배움터 [체험존],인천광역시 부평구 마장로 82 (십정동)부평3동주민센터 4층 세미나실 안,10명,1644-5561
전라북도,전주시,전주역 도시재생현장센터[체험존],전라북도 전주시 덕진구 백제대로 815 (우아동3가)1층,10명,1899-6222
충청남도,당진시,당진시노인복지관[체험존],충청남도 당진시 시청1로 38 (수청동)당진시노인복지관 1층 로비,20명,041-415-1097(8)
전라남도,무안군,무안군삼향읍상생배움터[체험존],전라남도 무안군 삼향읍 후광대로 282 3층 교육장,20명,070-5117-4057
경기도,오산시,오산노인종합복지관[체험존],경기도 오산시 수청로 192 (금암동)3층,10명,1600-6813
서울특별시,종로구,종로노인종합 사회복지관,서울특별시 종로구 율곡로19길 17-8 (이화동)3층 스마트배움터,10명,1544-9782
인천광역시,연수구,연수구청,인천광역시 연수구 원인재로 115 (동춘동)연수구청 5층 전산교육장,20명,1644-5561
충청남도,논산시,충남직업능력개발센터,충청남도 논산시 은진면 대학로 118 3층,15명,041-415-1097
울산광역시,남구,울산푸른학교,울산광역시 남구 월평로 64 (신정동)3층,10명,1600-6408
경상북도,문경시,문경시노인복지관[체험존],경상북도 문경시 점촌5길 20 (점촌동)1층 로비,6명,054-841-2182
제주특별자치도,제주시,신촌새마을작은도서관,제주특별자치도 제주시 조천읍 신촌서5길 63 2층 프로그램실,10명,1899-8723
인천광역시,계양구,계양구청 평생학습관 [체험존],인천광역시 계양구 계산새로 88 (계산동)계양구청 6층 평생학습관 복도,10명,1644-5561
충청남도,보령시,보령노인종합복지관[체험존],충청남도 보령시 대천로 113 (죽정동)보령노인종합복지관 2층 컴퓨터실,20명,041-415-1097(8)
대전광역시,서구,소상공인대전교육장,대전광역시 서구 대덕대로 227 (둔산동)11층,10명,042-716-0198
경상남도,의령군,의령군 동부사회복지관[체험존],경상남도 의령군 부림면 신번로 181 2층,10명,055-213-2775
충청남도,공주시,공주교육대학교,충청남도 공주시 웅진로 27 (봉황동)공주대학교 청목관 201호,20명,041-415-1097~8
전라남도,순천시,순천용당노인복지관[체험존],전라남도 순천시 용당신흥길 66 (용당동)순천용당노인복지관 2층 로비,10명,1566-6105
서울특별시,노원구,서울시립상이군경복지관,서울특별시 노원구 덕릉로70가길 73 (상계동)보훈관 2층 정보화교육장,10명,1544-9782
충청북도,청주시,청주시장애인종합복지센터,충청북도 청주시 흥덕구 무심서로 851 (신봉동)청주시장애인종합복지센터,15명,043-900-5006
광주광역시,동구,학동 마을사랑채,광주광역시 동구 제봉로17번길 18-6 (학동)학동 마을사랑채 다목적실,5명,062-224-0096
경상남도,양산시,양산시 비즈니스센터[체험존],경상남도 양산시 중앙로 33-2 (다방동)양산비즈니스센터 3층 정보화교육장,15명,055-213-2775
서울특별시,광진구,중곡문화체육센터 도서관,서울특별시 광진구 능동로 433 (중곡동)3층 소강의실,10명,1544-9782
충청남도,홍성군,홍성노인종합복지관[체험존],충청남도 홍성군 홍성읍 내포로146번길 30-11 홍성노인종합복지관 로비,20명,041-415-1097(8)
서울특별시,성동구,성동노인종합복지관,서울특별시 성동구 마조로 77 (마장동)2층 컴퓨터실,20명,1544-9782
강원도,원주시,원주시노인종합복지관[체험존],강원도 원주시 동부순환로 9-6 (단구동)1층 로비,20명,033-910-0833
전라남도,완도군,완도군청[체험존],전라남도 완도군 완도읍 청해진남로 51 완도군청 1층 로비,10명,1566-6105
대전광역시,유성구,전민평생학습센터,대전광역시 유성구 엑스포로 438 (문지동)2층 정보화실,10명,042-716-0198
부산광역시,영도구,영도구 벽산비치타운 커뮤니티,"부산광역시 영도구 와치로 266 (동삼동, 영도벽산비치타운)벽산비치타운 커뮤니티",10명,051-987-0201
부산광역시,강서구,부산국회도서관,부산광역시 강서구 명지국제1로 161 (명지동)부산국회도서관,10명,051-987-0201 
전라남도,장흥군,장흥군노인복지관[체험존],전라남도 장흥군 장흥읍 동교1길 57 장흥군노인복지관 1층 휴게공간,10명,1566-6105
충청남도,예산군,예산군 노인종합복지관,충청남도 예산군 예산읍 벚꽃로 214-11 예산군 노인종합복지관 2층 정보화교육장,15명,041-415-1097(~1098)
강원도,평창군,봉평노인복지회관[체험존],강원도 평창군 봉평면 기풍로 121 봉평노인복지회관 내,10명,033-910-0833
경상남도,함안군,함안군청[체험존],경상남도 함안군 가야읍 말산로 1 3층,10명,055-213-2775
전라남도,목포시,목포어린이도서관[체험존],전라남도 목포시 옥암로186번길 30-7 (석현동)1층 휴게실,10명,1566-6105
경기도,부천시,상동도서관[체험존],경기도 부천시 상이로 12 (상동)3층 휴게실,10명,1600-6813
제주특별자치도,제주시,외도다목적생활문화센터,제주특별자치도 제주시 우정로15길 42-7 (외도일동)외도다목적생활문화센터 2층,10명,1899-8723
대구광역시,달성군,다온청소년사랑나눔,대구광역시 달성군 다사읍 서재로 144 ,8명,053-214-1801
전라남도,함평군,함평군노인복지관[체험존],전라남도 함평군 함평읍 들샘길 36 함평군노인복지관 1층 로비,10명,1566-6105
충청북도,보은군,보은군청,충청북도 보은군 보은읍 군청길 38-1 1층  정보화교육장(보은군주민정보화교육장),10명,043-900-5006
경기도,양평군,강하주민자치센터,경기도 양평군 강하면 운심길 78-2 강하주민자치센터1층,10명,1600-6813
충청북도,제천시,제천시노인종합복지관,충청북도 제천시 의림대로 174 (중앙로2가),15명,043-900-5006
전라북도,익산시,익산시 평생학습관[체험존],전라북도 익산시 선화로 133 (모현동1가)평생학습관 1층,10명,1899-6222
서울특별시,은평구,응암정보도서관,서울특별시 은평구 가좌로7길 15 (응암동)1층,8명,1544-9782
경기도,의정부시,송산노인종합복지관[체험존],경기도 의정부시 용민로 99 (민락동)송산노인종합복지관 3층 강당,10명,1600-6813
강원도,춘천시,춘천동부노인복지관[체험존],강원도 춘천시 동면 세실로 250 춘천동부노인복지관,10명,033-910-0833
전라남도,담양군,담양창평면사무소[체험존],전라남도 담양군 창평면 돌담길 9 창평면사무소 1층 민원실,10명,1566-6105
강원도,양구군,양구 문화복지센터[체험존],강원도 양구군 양구읍 비봉로73번길 52 1층 로비,10명,033-910-0834
서울특별시,영등포구,여의도어르신복지센터 [체험존],서울특별시 영등포구 여의대방로 372 (여의도동)2층,20명,1544-9782
경상북도,청도군,청도군청[체험존],경상북도 청도군 화양읍 청화로 70 청도군청(지하1층 상황실),6명,054-841-2182
