,0
1363,"연극
공연/전시
유료
대구
사랑일까? [대구]
제공유형
오프라인
장소
여우별아트홀
기간
2022-11-04~2023-01-01
문의처
여우별아트홀 010-2875-1931
자세히보기
예매 바로가기"
1364,"뮤지컬/오페라
공연/전시
유료
서울
우리가 사랑했던 그날
제공유형
오프라인
장소
한성아트홀
기간
2022-11-11~2023-01-01
문의처
어드벤쳐프로젝트 070-8919-0647
자세히보기
예매 바로가기"
1365,"연극
공연/전시
유료
경기
딜리버리 [수원]
제공유형
오프라인
장소
KBS수원아트홀
기간
2022-11-18~2023-01-01
문의처
KBS수원아트홀 031-216-5201
자세히보기
예매 바로가기"
1366,"연극
공연/전시
유료
대전
라면 [대전]
제공유형
오프라인
장소
아신극장
기간
2022-11-18~2023-01-01
문의처
아신아트컴퍼니 1599-9210
자세히보기
예매 바로가기"
1367,"연극
공연/전시
유료
서울
온 더 비트
제공유형
오프라인
장소
대학로 TOM(티오엠) 2관
기간
2022-11-21~2023-01-01
문의처
클립서비스 1577-3363
자세히보기
예매 바로가기"
1368,"연극
공연/전시
유료
대구
헬로우미스미스터［대구］
제공유형
오프라인
장소
문화예술전용극장 CT
기간
2022-11-22~2023-01-01
문의처
비컨크리에이티브 053-252-5733
자세히보기
예매 바로가기"
1369,"연극
공연/전시
유료
광주
운빨로맨스 [광주]
제공유형
오프라인
장소
기분좋은극장
기간
2022-11-24~2023-01-01
문의처
상무지구 기분좋은극장 1600-6689
자세히보기
예매 바로가기"
1370,"뮤지컬/오페라
공연/전시
유료
서울
범옹
제공유형
오프라인
장소
드림아트센터
기간
2022-10-25~2023-01-08
문의처
인터파크 1544-1555
자세히보기
예매 바로가기"
1371,"뮤지컬/오페라
공연/전시
유료
서울
우리들의 사랑
제공유형
오프라인
장소
예그린씨어터
기간
2022-11-18~2023-01-08
문의처
문민기획 02-723-2245
자세히보기
예매 바로가기"
1372,"연극
공연/전시
유료
대구
옥탑방고양이 [대구]
제공유형
오프라인
장소
송죽씨어터
기간
2022-11-23~2023-01-08
문의처
비컨크리에이티브 053-252-5733
자세히보기
예매 바로가기"
1373,"연극
공연/전시
유료
서울
사나이 와타나베
제공유형
오프라인
장소
컬쳐스페이스 엔유(구.쁘띠첼 씨어터)
기간
2022-10-25~2023-01-15
문의처
인사이트엔터텐인먼트 02-541-7152
자세히보기
예매 바로가기"
1374,"뮤지컬/오페라
공연/전시
유료
서울
바람으로의 여행
제공유형
오프라인
장소
JTN 아트홀
기간
2022-11-04~2023-01-15
문의처
LP STORY 02-565-2245
자세히보기
예매 바로가기"
1375,"뮤지컬/오페라
공연/전시
유료
서울
브로드웨이 42번가
제공유형
오프라인
장소
예술의전당 CJ토월극장
기간
2022-11-05~2023-01-15
문의처
오픈리뷰 1588-5212
자세히보기
예매 바로가기"
1376,"뮤지컬/오페라
공연/전시
유료
서울
지저스 크라이스트 수퍼스타 50주년 기념 한국 공연
제공유형
오프라인
장소
광림아트센터 BBCH홀
기간
2022-11-10~2023-01-15
문의처
클립서비스 1577-3363
자세히보기
예매 바로가기"
1377,"뮤지컬/오페라
공연/전시
유료
서울
드라큘라
제공유형
오프라인
장소
올림픽공원 우리금융아트홀
기간
2022-11-15~2023-01-15
문의처
글로벌컨텐츠 02-2051-1698 / 1577-3363
자세히보기
예매 바로가기"
1378,"연극
공연/전시
유료
서울
러브액츄얼리
제공유형
오프라인
장소
R&J씨어터(구,연진아트홀)
기간
2022-10-21~2023-01-17
문의처
인터파크 1544-1555
자세히보기
예매 바로가기"
1379,"전시
공연/전시
무료
경기
바로크 백남준 展
제공유형
오프라인
장소
백남준아트센터
기간
2022-07-20~2023-01-24
문의처
031-201-8548
자세히보기
예매 바로가기"
1380,"뮤지컬/오페라
공연/전시
유료
서울
볼륨업
제공유형
오프라인
장소
더 서울라이티움 1관
기간
2022-09-02~2023-01-24
문의처
010-9970-8101
자세히보기
예매 바로가기"
1381,"뮤지컬/오페라
공연/전시
유료
서울
클림트
제공유형
오프라인
장소
더 서울라이티움 1관
기간
2022-09-16~2023-01-24
문의처
02-466-8101
자세히보기
예매 바로가기"
1382,"전시
공연/전시
무료
서울
[집밖] 제12회 서울미디어시티비엔날레 사전프로그램 <정거장>
제공유형
오프라인
장소
서울시립미술관 남서울미술관
기간
2022-07-21~2023-01-29
문의처
02-2124-8975
자세히보기"
1383,"전시
공연/전시
무료
충북
[집밖] 전시배달부
제공유형
오프라인
장소
국립현대미술관 청주관
기간
2022-08-24~2023-01-29
문의처
043-261-1400
자세히보기"
1384,"전시
공연/전시
무료
서울
[집밖] 문신(文信) : 우주를 향하여
제공유형
오프라인
장소
국립현대미술관 덕수궁관
기간
2022-09-01~2023-01-29
문의처
02-2022-0600
자세히보기"
1385,"연극
공연/전시
유료
서울
에쿠우스 [서울]
제공유형
오프라인
장소
충무아트센터 중극장 블랙
기간
2022-11-08~2023-01-29
문의처
아트리버 02-6498-0403
자세히보기
예매 바로가기"
1386,"뮤지컬/오페라
공연/전시
유료
서울
푸른 잿빛 밤
제공유형
오프라인
장소
드림아트센터
기간
2022-11-22~2023-01-29
문의처
홍컴퍼니 02-3444-0205
자세히보기
예매 바로가기"
1387,"뮤지컬/오페라
공연/전시
유료
서울
용의자X의 헌신
제공유형
오프라인
장소
한전아트센터
기간
2022-11-26~2023-01-29
문의처
티켓링크 1588-7890
자세히보기
예매 바로가기"
1388,"교육/체험
교육/체험
기타
2022 인생나눔교실(수도권) 멘토, 멘티기관/그룹 모집공고
제공유형
오프라인
제공기관
문화체육관광부/한국문화예술위원회, 서경대학교 문화예술센터
기간
2022-03-01~2023-01-31
문의처
02-940-2941
홈페이지 바로가기"
1389,"전시
공연/전시
유료
서울
[소마미술관] 뒤뷔페전
제공유형
오프라인
장소
소마미술관 2관
기간
2022-10-01~2023-01-31
문의처
02-425-1077
자세히보기
예매 바로가기"
1390,"전시
공연/전시
무료
서울
[집밖] 뒤뷔페 그리고 빌레글레
제공유형
오프라인
장소
소마미술관
기간
2022-10-01~2023-01-31
문의처
02-425-1077
자세히보기"
1391,"도서
도서
무료
울산
마음 한 스푼
제공유형
온(오프)라인
제공기관
스토리원
기간
2022-02-04~2023-02-04
홈페이지 바로가기"
1392,"도서
도서
무료
울산
위로가 필요한 그대에게
제공유형
온(오프)라인
제공기관
스토리원
기간
2022-02-04~2023-02-04
홈페이지 바로가기"
1393,"전시
공연/전시
유료
서울
[집밖] 이만익-별을그리는마음
제공유형
오프라인
장소
소마미술관
기간
2022-09-02~2023-02-05
문의처
02-425-1077
자세히보기"
1394,"전시
공연/전시
유료
서울
[소마미술관] 작가재조명전<이만익-별을 그리는 마음>
제공유형
오프라인
장소
소마미술관 1관
기간
2022-09-02~2023-02-05
문의처
02-425-1077
자세히보기
예매 바로가기"
1395,"뮤지컬/오페라
공연/전시
유료
서울
하트시그널
제공유형
오프라인
장소
하마씨어터
기간
2022-11-02~2023-02-14
문의처
하마컴퍼니 02-766-0830
자세히보기
예매 바로가기"
1396,"연극
공연/전시
유료
서울
서툰 사람들
제공유형
오프라인
장소
예스24스테이지
기간
2022-11-26~2023-02-19
문의처
파크컴퍼니 02-6925-0419
자세히보기
예매 바로가기"
1397,"전시
공연/전시
무료
경북
2022 정기기획전 - '선비들의 출처, 나아감과 물러남'
제공유형
오프라인
장소
유교문화박물관
기간
2022-06-21~2023-02-26
문의처
한국국학진흥원 유교문화박물관 054-851-0800
자세히보기"
1398,"전시
공연/전시
유료,무료,할인
부산
[집밖] 각진원형:김용관
제공유형
오프라인
장소
부산시립미술관
기간
2022-08-23~2023-02-26
문의처
051-744-2602
자세히보기"
1399,"전시
공연/전시
유료
서울
[집밖] MMCA 현대차 시리즈 2022: 최우람 - 작은 방주
제공유형
오프라인
장소
국립현대미술관 서울관
기간
2022-09-09~2023-02-26
문의처
02-3701-9500
자세히보기"
1400,"전시
공연/전시
무료
경기
[집밖] 다다익선 : 즐거운 협연
제공유형
오프라인
장소
국립현대미술관 과천관
기간
2022-09-14~2023-02-26
문의처
국립현대미술관 과천 02-2188-6000
자세히보기"
1401,"뮤지컬/오페라
공연/전시
유료
서울
마틸다
제공유형
오프라인
장소
디큐브아트센터
기간
2022-10-05~2023-02-26
문의처
인터파크 1544-1555
자세히보기
예매 바로가기"
1402,"뮤지컬/오페라
공연/전시
유료
서울
여신님이 보고 계셔 10th Anniversary
제공유형
오프라인
장소
대학로 유니플렉스 1관
기간
2022-11-08~2023-02-26
문의처
클립서비스 1577-3363
자세히보기
예매 바로가기"
1403,"뮤지컬/오페라
공연/전시
유료
서울
웨스트 사이드 스토리
제공유형
오프라인
장소
충무아트센터 대극장
기간
2022-11-17~2023-02-26
문의처
쇼노트 02-3485-8700
자세히보기
예매 바로가기"
1404,"연극
공연/전시
유료
서울
오펀스(Orphans)
제공유형
오프라인
장소
아트원씨어터
기간
2022-11-29~2023-02-26
문의처
인터파크 1544-1555
자세히보기
예매 바로가기"
1405,"기타
공연/전시
유료
서울
그랜드 엑스페디션
제공유형
오프라인
장소
블루스퀘어 카오스홀
기간
2022-09-30~2023-03-01
문의처
인터파크 1544-1555
자세히보기
예매 바로가기"
1406,"전시
공연/전시
무료
경기
이풀실내정원 기획전시 <ORGANIC SPECTRUM>
제공유형
오프라인
장소
이풀실내정원
기간
2022-07-05~2023-03-03
문의처
031-437-2525
자세히보기"
1407,"교육/체험
공연/전시
무료
서울
[집밖] 어린이박물관 상설전시 <우리 이제 만나요>
제공유형
오프라인
장소
국립민속박물관 어린이박물관
기간
2022-04-28~2023-03-12
문의처
02-3704-3014, 3015
자세히보기"
1408,"전시
공연/전시
무료
서울
[집밖] 서도호와 아이들: 아트랜드
제공유형
오프라인
장소
서울시립 북서울미술관
기간
2022-07-26~2023-03-12
문의처
전시문의 02-2124-5269 / 관람문의 02-2124-5201
자세히보기"
1409,"연극
공연/전시
유료
서울
진짜나쁜소녀
제공유형
오프라인
장소
대학로 유니플렉스 3관
기간
2022-11-12~2023-03-12
문의처
휴먼컴퍼니 02-6221-6485
자세히보기
예매 바로가기"
1410,"전시
공연/전시
무료
서울
[집밖] MMCA 이건희컬렉션 특별전 이중섭
제공유형
오프라인
장소
국립현대미술관 서울관
기간
2022-08-12~2023-04-23
문의처
02-3701-9500
자세히보기"
1411,"전시
공연/전시
무료
서울
2022 SOMA 공공미술프로젝트
제공유형
오프라인
장소
올림픽공원
기간
2022-10-17~2023-05-31
문의처
02-425-1077
자세히보기"
1412,"기타
공연/전시
무료
경기
[집밖] MMCA 과천프로젝트 2022 : 옥상정원 시간의 정원
제공유형
오프라인
장소
국립현대미술관 과천관
기간
2022-06-29~2023-06-25
문의처
02-2188-6000
자세히보기"
1413,"전시
공연/전시
무료
서울
[집밖] 영원한 삶의 집, 아스타나 고분
제공유형
오프라인
장소
국립중앙박물관
기간
2022-07-16~2023-07-15
문의처
02-2077-9000
자세히보기"
1414,"전시
공연/전시
유료
제주
다이노스 어라이브 제주
제공유형
오프라인
장소
제주항공우주박물관
기간
2022-08-10~2023-08-09
문의처
1544-1555
자세히보기
예매 바로가기"
1415,"전시
공연/전시
무료
서울
박노해 사진전 <아이들은 놀라워라>
제공유형
오프라인
장소
라 카페 갤러리
기간
2022-09-30~2023-10-01
문의처
라 카페 갤러리 02-379-1975
자세히보기
예매 바로가기"
1416,"전시
공연/전시
무료
서울
[집밖] 일본 불교조각의 세계
제공유형
오프라인
장소
국립중앙박물관
기간
2022-04-05~2023-10-09
문의처
02-2077-9000
자세히보기"
1417,"전시
공연/전시
유료
경북
The 경주 : 경주연대기
제공유형
오프라인
장소
경주예술의전당 알천미술관
기간
2022-05-31~2023-12-31
문의처
054-777-5822
자세히보기
예매 바로가기"
1418,"전시
공연/전시
무료
서울
[집밖] 영원한 나르시시스트, 천경자-상시
제공유형
오프라인
장소
서울시립미술관
기간
2022-08-29~2023-12-31
문의처
02-2124-8954
자세히보기"
1419,"전시
공연/전시
무료
서울
[집밖] 메소포타미아, 저 기록의 땅
제공유형
오프라인
장소
국립중앙박물관
기간
2022-07-22~2024-01-28
문의처
02-2077-9000
자세히보기"
1420,"전시
공연/전시
유료
경기
김포다도박물관 상설전시
제공유형
오프라인
장소
김포다도박물관
기간
2020-12-31~2024-12-31
문의처
031-998-1000
자세히보기"
1421,"행사/축제
행사/축제
무료
8월 6일(토), 한국만화박물관 코스프레 DAY 개최!
제공유형
오프라인
장소
한국만화박물관 로비, 상영관 등
기간
2022-08-06~2028-08-06
문의처
만화박물관 홈페이지/ 행사 운영사무국: 070-4168-8374
자세히보기
예매 바로가기"
1422,"교육/체험
교육/체험
무료
[MMCA NOW] 인공지능 로봇은 우리에게 어떤 존재로 진화할 것인가?
제공유형
온라인
제공기관
국립현대미술관
문의처
02-3701-9500
영상보기"
1423,"교육/체험
공연/전시
무료
국립공원 명소 VR
제공유형
온라인
문의처
033-769-9300
자세히보기
영상보기"
1424,"전시
공연/전시
무료
SEOUL AR MUSEUM
제공유형
온라인
문의처
02- 2133-4236
자세히보기
예매 바로가기"
1425,"교육/체험
교육/체험
무료
증강현실(AR)로 되살아난 신라 최대의 사찰 '황룡사', 문화재 디지털 복원
제공유형
온라인
제공기관
국립문화재연구소
문의처
042-860-9114
영상보기"
1426,"교육/체험
교육/체험
무료
스포츠 교육도 VR로 / 미래형 초등 체육수업
제공유형
온라인
제공기관
학교체육진흥회
영상보기"
1427,"교육/체험
교육/체험
무료
운동이 지루해? 게임으로 즐기자! / SPORTS 360 SMART
제공유형
온라인
제공기관
KSPO국민체육진흥공단
영상보기"
1428,"교육/체험
교육/체험
유료,무료
올림픽의 감동을 영원히 간직하는 방법 / 팀코리아 NFT 2022
제공유형
온라인
제공기관
대한체육회
홈페이지 바로가기"
